#TIPO_PRODUTO;TIPO_LISTA_FILA;FILA;SUBFILA;COD_ASSUNTO;ASSUNTO;SITUACAO
Empresas;LISTA;RENOVAÇÃO CBPF INTERNACIONAL AGUARDANDO RELATÓRIO DO MERCOSUL;RENOVAÇÃO DE CBPF INTERNACIONAL DE INSUMOS FARMACÊUTICOS AGUARDANDO RELATÓRIO DO MERCOSUL;70415;INSUMOS FARMACÊUTICOS - Renovação de Certificação de Boas Práticas de Fabricação para INDÚSTRIA INTERNACIONAL do MERCOSUL;Aguardando análise
Empresas;LISTA;RENOVAÇÃO CBPF INTERNACIONAL AGUARDANDO RELATÓRIO DO MERCOSUL;RENOVAÇÃO DE CBPF INTERNACIONAL DE INSUMOS FARMACÊUTICOS AGUARDANDO RELATÓRIO DO MERCOSUL;70420;INSUMOS FARMACÊUTICOS ATIVOS BIOLÓGICOS - Renovação de Certificação de BPF de INDÚSTRIA do MERCOSUL;Distribuído para a área responsável
Empresas;LISTA;RENOVAÇÃO CBPF INTERNACIONAL AGUARDANDO RELATÓRIO DO MERCOSUL;RENOVAÇÃO DE CBPF INTERNACIONAL DE INSUMOS FARMACÊUTICOS AGUARDANDO RELATÓRIO DO MERCOSUL;70420;INSUMOS FARMACÊUTICOS ATIVOS BIOLÓGICOS - Renovação de Certificação de BPF de INDÚSTRIA do MERCOSUL;Aguardando análise
Empresas;LISTA;RENOVAÇÃO CBPDA AGUARDANDO INSPEÇÃO DO ÓRGÃO DE FISCALIZAÇÃO SANITÁRIA COMPETENTE;RENOVAÇÃO CBPDA DE MEDICAMENTOS AGUARDANDO INSPEÇÃO DO ÓRGÃO DE FISCALIZAÇÃO SANITÁRIA COMPETENTE ;70409;MEDICAMENTOS - Renovação de Certificação de Boas Práticas de Distribuição e/ou Armazenamento;Aguardando inspeção
Empresas;LISTA;RENOVAÇÃO CBPDA AGUARDANDO INSPEÇÃO DO ÓRGÃO DE FISCALIZAÇÃO SANITÁRIA COMPETENTE;RENOVAÇÃO CBPDA DE PRODUTOS PARA SAÚDE AGUARDANDO RELATÓRIO DA VISA LOCAL;70428;PRODUTOS PARA SAÚDE - Renovação de Certificação de Boas Práticas de DISTRIBUIÇÃO E/OU ARMAZENAMENTO;Aguardando manifestação de outro órgão
Empresas;LISTA;RENOVAÇÃO CBPDA AGUARDANDO INSPEÇÃO DO ÓRGÃO DE FISCALIZAÇÃO SANITÁRIA COMPETENTE;RENOVAÇÃO DE CBPDA DE INSUMOS FARMACÊUTICOS AGUARDANDO RELATÓRIO DA VISA LOCAL;70413;INSUMOS FARMACÊUTICOS -  Renovação de Certificação de Boas Práticas de Distribuição e/ou Armazenamento;Aguardando inspeção
Empresas;LISTA;CBPF INTERNACIONAL AGUARDANDO RELATÓRIO DO MDSAP;CBPF INTERNACIONAL DE PRODUTOS PARA SAÚDE AGUARDANDO RELATÓRIO MDSAP;70485;MDSAP - PRODUTOS PARA SAÚDE – Certificação de Boas Práticas de FABRICAÇÃO de Produtos Médicos de INDÚSTRIA DO MERCOSUL;Aguardando inspeção
Empresas;LISTA;CBPF INTERNACIONAL AGUARDANDO RELATÓRIO DO MDSAP;CBPF INTERNACIONAL DE PRODUTOS PARA SAÚDE AGUARDANDO RELATÓRIO MDSAP;70487;MDSAP - PRODUTOS PARA SAÚDE – Certificação de Boas Práticas de FABRICAÇÃO de Produtos para Diagnóstico De Uso In Vitro de INDÚSTRIA DO MERCOSUL;Aguardando inspeção
Empresas;LISTA;CBPF INTERNACIONAL AGUARDANDO RELATÓRIO DO MDSAP;CBPF INTERNACIONAL DE PRODUTOS PARA SAÚDE AGUARDANDO RELATÓRIO MDSAP;70492;MDSAP - PRODUTOS PARA SAÚDE - Certificação de Boas Práticas de FABRICAÇÃO de Produtos Médicos de INDÚSTRIA INTERNACIONAL Exceto MERCOSUL;Aguardando inspeção
Empresas;LISTA;CBPF INTERNACIONAL AGUARDANDO RELATÓRIO DO MDSAP;CBPF INTERNACIONAL DE PRODUTOS PARA SAÚDE AGUARDANDO RELATÓRIO MDSAP;70493;MDSAP - PRODUTOS PARA SAÚDE - Certificação de Boas Práticas de FABRICAÇÃO de Produtos para Diagnóstico de Uso In Vitro de INDÚSTRIA INTERNACIONAL Exceto MERCOSUL;Aguardando inspeção
Empresas;LISTA;CBPF NACIONAL E INTERNACIONAL;CBPF NACIONAL E INTERNACIONAL DE COSMÉTICOS E SANEANTES AGUARDANDO RELATÓRIO DO ÓRGÃO COMPETENTE;70229;COSMÉTICOS, PERFUMES E PRODUTOS DE HIGIENE - (CERTIFICAÇÃO DE BPF) - Indústrias em outros países - SÓLIDOS;Aguardando inspeção
Empresas;LISTA;CBPF NACIONAL E INTERNACIONAL;CBPF NACIONAL E INTERNACIONAL DE COSMÉTICOS E SANEANTES AGUARDANDO RELATÓRIO DO ÓRGÃO COMPETENTE;70230;COSMÉTICOS, PERFUMES E PRODUTOS DE HIGIENE - (CERTIFICAÇÃO DE BPF) - Indústrias em outros países - LÍQUIDOS;Aguardando inspeção
Empresas;LISTA;CBPF NACIONAL E INTERNACIONAL;CBPF NACIONAL E INTERNACIONAL DE COSMÉTICOS E SANEANTES AGUARDANDO RELATÓRIO DO ÓRGÃO COMPETENTE;70231;COSMÉTICOS, PERFUMES E PRODUTOS DE HIGIENE - (CERTIFICAÇÃO DE BPF) - Indústrias em outros países - SEMISSÓLIDOS;Aguardando inspeção
Empresas;LISTA;CBPF NACIONAL E INTERNACIONAL;CBPF NACIONAL E INTERNACIONAL DE COSMÉTICOS E SANEANTES AGUARDANDO RELATÓRIO DO ÓRGÃO COMPETENTE;70232;COSMÉTICOS, PERFUMES E PRODUTOS DE HIGIENE - (CERTIFICAÇÃO DE BPF) - Indústrias em outros países - AEROSSÓIS;Aguardando inspeção
Empresas;LISTA;CBPF NACIONAL E INTERNACIONAL;CBPF NACIONAL E INTERNACIONAL DE COSMÉTICOS E SANEANTES AGUARDANDO RELATÓRIO DO ÓRGÃO COMPETENTE;70233;SANEANTES - (CERTIFICAÇÃO DE BPF) - Indústrias em outros países - SÓLIDOS;Aguardando inspeção
Empresas;FILA;AUTORIZAÇÃO DE FUNCIONAMENTO (AFE) E AUTORIZAÇÃO ESPECIAL (AE);Alteração - demais empresas (AFE/AE);70797;AFE - ALTERAÇÃO - GASES MEDICINAIS - ENDEREÇO MATRIZ;Aguardando análise
Empresas;FILA;AUTORIZAÇÃO DE FUNCIONAMENTO (AFE) E AUTORIZAÇÃO ESPECIAL (AE);Alteração - demais empresas (AFE/AE);70798;AFE - ALTERAÇÃO - MEDICAMENTOS E/OU INSUMOS FARMACÊUTICOS - ENDEREÇO MATRIZ;Aguardando triagem e distribuição
Empresas;FILA;AUTORIZAÇÃO DE FUNCIONAMENTO (AFE) E AUTORIZAÇÃO ESPECIAL (AE);Alteração - demais empresas (AFE/AE);70798;AFE - ALTERAÇÃO - MEDICAMENTOS E/OU INSUMOS FARMACÊUTICOS - ENDEREÇO MATRIZ;Distribuído para a área responsável
Empresas;FILA;AUTORIZAÇÃO DE FUNCIONAMENTO (AFE) E AUTORIZAÇÃO ESPECIAL (AE);Alteração - demais empresas (AFE/AE);70798;AFE - ALTERAÇÃO - MEDICAMENTOS E/OU INSUMOS FARMACÊUTICOS - ENDEREÇO MATRIZ;Aguardando análise
Empresas;FILA;AUTORIZAÇÃO DE FUNCIONAMENTO (AFE) E AUTORIZAÇÃO ESPECIAL (AE);Alteração - demais empresas (AFE/AE);70799;AFE - ALTERAÇÃO - GASES MEDICINAIS - RAZÃO SOCIAL;Aguardando triagem e distribuição
Empresas;FILA;AUTORIZAÇÃO DE FUNCIONAMENTO (AFE) E AUTORIZAÇÃO ESPECIAL (AE);Alteração - demais empresas (AFE/AE);70799;AFE - ALTERAÇÃO - GASES MEDICINAIS - RAZÃO SOCIAL;Distribuído para a área responsável
Empresas;FILA;AUTORIZAÇÃO DE FUNCIONAMENTO (AFE) E AUTORIZAÇÃO ESPECIAL (AE);Alteração - demais empresas (AFE/AE);70799;AFE - ALTERAÇÃO - GASES MEDICINAIS - RAZÃO SOCIAL;Aguardando análise
Empresas;FILA;AUTORIZAÇÃO DE FUNCIONAMENTO (AFE) E AUTORIZAÇÃO ESPECIAL (AE);Alteração - demais empresas (AFE/AE);7080;AE - ALTERAÇÃO - MEDICAMENTOS E INSUMOS FARMACÊUTICOS - IMPORTADORA DO PRODUTO SUJEITO A CONTROLE ESPECIAL - REDUÇÃO DE CLASSES;Distribuído para a área responsável
Empresas;FILA;AUTORIZAÇÃO DE FUNCIONAMENTO (AFE) E AUTORIZAÇÃO ESPECIAL (AE);Alteração - demais empresas (AFE/AE);7080;AE - ALTERAÇÃO - MEDICAMENTOS E INSUMOS FARMACÊUTICOS - IMPORTADORA DO PRODUTO SUJEITO A CONTROLE ESPECIAL - REDUÇÃO DE CLASSES;Aguardando análise
Empresas;FILA;AUTORIZAÇÃO DE FUNCIONAMENTO (AFE) E AUTORIZAÇÃO ESPECIAL (AE);Alteração - demais empresas (AFE/AE);70800;AFE - ALTERAÇÃO - MEDICAMENTOS E/OU INSUMOS FARMACÊUTICOS - RAZÃO SOCIAL;Aguardando triagem e distribuição
Empresas;FILA;AUTORIZAÇÃO DE FUNCIONAMENTO (AFE) E AUTORIZAÇÃO ESPECIAL (AE);Alteração - demais empresas (AFE/AE);70800;AFE - ALTERAÇÃO - MEDICAMENTOS E/OU INSUMOS FARMACÊUTICOS - RAZÃO SOCIAL;Distribuído para a área responsável
Empresas;FILA;AUTORIZAÇÃO DE FUNCIONAMENTO (AFE) E AUTORIZAÇÃO ESPECIAL (AE);Alteração - demais empresas (AFE/AE);70800;AFE - ALTERAÇÃO - MEDICAMENTOS E/OU INSUMOS FARMACÊUTICOS - RAZÃO SOCIAL;Aguardando análise
Empresas;FILA;AUTORIZAÇÃO DE FUNCIONAMENTO (AFE) E AUTORIZAÇÃO ESPECIAL (AE);Alteração - demais empresas (AFE/AE);70803;AE - ALTERAÇÃO - RAZÃO SOCIAL;Aguardando triagem e distribuição
Empresas;FILA;AUTORIZAÇÃO DE FUNCIONAMENTO (AFE) E AUTORIZAÇÃO ESPECIAL (AE);Alteração - demais empresas (AFE/AE);70803;AE - ALTERAÇÃO - RAZÃO SOCIAL;Distribuído para a área responsável
Empresas;FILA;AUTORIZAÇÃO DE FUNCIONAMENTO (AFE) E AUTORIZAÇÃO ESPECIAL (AE);Alteração - demais empresas (AFE/AE);70803;AE - ALTERAÇÃO - RAZÃO SOCIAL;Aguardando análise
Empresas;FILA;AUTORIZAÇÃO DE FUNCIONAMENTO (AFE) E AUTORIZAÇÃO ESPECIAL (AE);Alteração - demais empresas (AFE/AE);70804;AE - ALTERAÇÃO - ENDEREÇO;Aguardando triagem e distribuição
Empresas;FILA;AUTORIZAÇÃO DE FUNCIONAMENTO (AFE) E AUTORIZAÇÃO ESPECIAL (AE);Alteração - demais empresas (AFE/AE);70804;AE - ALTERAÇÃO - ENDEREÇO;Distribuído para a área responsável
Empresas;FILA;AUTORIZAÇÃO DE FUNCIONAMENTO (AFE) E AUTORIZAÇÃO ESPECIAL (AE);Alteração - demais empresas (AFE/AE);70804;AE - ALTERAÇÃO - ENDEREÇO;Aguardando análise
Empresas;FILA;AUTORIZAÇÃO DE FUNCIONAMENTO (AFE) E AUTORIZAÇÃO ESPECIAL (AE);Alteração - demais empresas (AFE/AE);70805;AE - ALTERAÇÃO - REDUÇÃO DE CLASSE;Distribuído para a área responsável
Empresas;FILA;AUTORIZAÇÃO DE FUNCIONAMENTO (AFE) E AUTORIZAÇÃO ESPECIAL (AE);Alteração - demais empresas (AFE/AE);70806;AE - ALTERAÇÃO - REDUÇÃO DE ATIVIDADE;Distribuído para a área responsável
Empresas;FILA;AUTORIZAÇÃO DE FUNCIONAMENTO (AFE) E AUTORIZAÇÃO ESPECIAL (AE);Alteração - demais empresas (AFE/AE);70807;AE - ALTERAÇÃO - AMPLIAÇÃO DE CLASSE;Distribuído para a área responsável
Empresas;FILA;AUTORIZAÇÃO DE FUNCIONAMENTO (AFE) E AUTORIZAÇÃO ESPECIAL (AE);Alteração - demais empresas (AFE/AE);70808;AE - ALTERAÇÃO - AMPLIAÇÃO DE ATIVIDADE;Distribuído para a área responsável
Empresas;FILA;AUTORIZAÇÃO DE FUNCIONAMENTO (AFE) E AUTORIZAÇÃO ESPECIAL (AE);Alteração - demais empresas (AFE/AE);7081;AE - ALTERAÇÃO - MEDICAMENTOS E INSUMOS FARMACÊUTICOS - EXPORTADORA DO PRODUTO SUJEITO A CONTROLE ESPECIAL - REDUÇÃO DE CLASSES;Distribuído para a área responsável
Empresas;FILA;AUTORIZAÇÃO DE FUNCIONAMENTO (AFE) E AUTORIZAÇÃO ESPECIAL (AE);Alteração - demais empresas (AFE/AE);7081;AE - ALTERAÇÃO - MEDICAMENTOS E INSUMOS FARMACÊUTICOS - EXPORTADORA DO PRODUTO SUJEITO A CONTROLE ESPECIAL - REDUÇÃO DE CLASSES;Aguardando análise
Empresas;FILA;AUTORIZAÇÃO DE FUNCIONAMENTO (AFE) E AUTORIZAÇÃO ESPECIAL (AE);Alteração - demais empresas (AFE/AE);7082;AE - ALTERAÇÃO - INSUMOS FARMACÊUTICOS - FRACIONADORA DO PRODUTO SUJEITO A CONTROLE ESPECIAL - REDUÇÃO DE CLASSES;Distribuído para a área responsável
Empresas;FILA;AUTORIZAÇÃO DE FUNCIONAMENTO (AFE) E AUTORIZAÇÃO ESPECIAL (AE);Alteração - demais empresas (AFE/AE);7082;AE - ALTERAÇÃO - INSUMOS FARMACÊUTICOS - FRACIONADORA DO PRODUTO SUJEITO A CONTROLE ESPECIAL - REDUÇÃO DE CLASSES;Aguardando análise
Empresas;FILA;AUTORIZAÇÃO DE FUNCIONAMENTO (AFE) E AUTORIZAÇÃO ESPECIAL (AE);Alteração - demais empresas (AFE/AE);7083;AE - ALTERAÇÃO - MEDICAMENTOS E INSUMOS FARMACÊUTICOS - ARMAZENADORA DO PRODUTO SUJEITO A CONTROLE ESPECIAL - REDUÇÃO DE CLASSES;Distribuído para a área responsável
Empresas;FILA;AUTORIZAÇÃO DE FUNCIONAMENTO (AFE) E AUTORIZAÇÃO ESPECIAL (AE);Alteração - demais empresas (AFE/AE);7083;AE - ALTERAÇÃO - MEDICAMENTOS E INSUMOS FARMACÊUTICOS - ARMAZENADORA DO PRODUTO SUJEITO A CONTROLE ESPECIAL - REDUÇÃO DE CLASSES;Aguardando análise
Empresas;FILA;AUTORIZAÇÃO DE FUNCIONAMENTO (AFE) E AUTORIZAÇÃO ESPECIAL (AE);Alteração - demais empresas (AFE/AE);70842;AFE - ALTERAÇÃO - AMPLIAÇÃO DE ATIVIDADES - IMPORTAÇÃO DE MEDICAMENTOS RDC 327/2019;Distribuído para a área responsável
Empresas;FILA;AUTORIZAÇÃO DE FUNCIONAMENTO (AFE) E AUTORIZAÇÃO ESPECIAL (AE);Alteração - demais empresas (AFE/AE);70842;AFE - ALTERAÇÃO - AMPLIAÇÃO DE ATIVIDADES - IMPORTAÇÃO DE MEDICAMENTOS RDC 327/2019;Aguardando análise
Empresas;FILA;AUTORIZAÇÃO DE FUNCIONAMENTO (AFE) E AUTORIZAÇÃO ESPECIAL (AE);Alteração - demais empresas (AFE/AE);70887;AE - ALTERAÇÃO - ENDEREÇO, POR ATO PÚBLICO;Aguardando triagem e distribuição
Empresas;FILA;AUTORIZAÇÃO DE FUNCIONAMENTO (AFE) E AUTORIZAÇÃO ESPECIAL (AE);Alteração - demais empresas (AFE/AE);70887;AE - ALTERAÇÃO - ENDEREÇO, POR ATO PÚBLICO;Distribuído para a área responsável
Empresas;FILA;AUTORIZAÇÃO DE FUNCIONAMENTO (AFE) E AUTORIZAÇÃO ESPECIAL (AE) EM PAF E RECINTOS ALFANDEGADOS;Demais petições relacionadas a AFE/AE em PAF ;90468;PAF - Alteração ou acréscimo de etapas relacionadas na AFE de resíduos sólidos, efluentes sanitários ou águas servidas.;Distribuído para a área responsável
Empresas;FILA;AUTORIZAÇÃO DE FUNCIONAMENTO (AFE) E AUTORIZAÇÃO ESPECIAL (AE) EM PAF E RECINTOS ALFANDEGADOS;Demais petições relacionadas a AFE/AE em PAF ;90486;PAF - Retificação de Publicação - ANVISA - Exceto Farmácias e Drogarias;Aguardando triagem e distribuição
Empresas;FILA;AUTORIZAÇÃO DE FUNCIONAMENTO (AFE) E AUTORIZAÇÃO ESPECIAL (AE) EM PAF E RECINTOS ALFANDEGADOS;Demais petições relacionadas a AFE/AE em PAF ;90486;PAF - Retificação de Publicação - ANVISA - Exceto Farmácias e Drogarias;Distribuído para a área responsável
Empresas;FILA;AUTORIZAÇÃO DE FUNCIONAMENTO (AFE) E AUTORIZAÇÃO ESPECIAL (AE) EM PAF E RECINTOS ALFANDEGADOS;Demais petições relacionadas a AFE/AE em PAF ;9055;PAF - AFE de prestadora de serviço de limpeza e recolhimento de resíduos resultantes do tratamento de águas servidas e dejetos em terminais portuários e aeroportuários de cargas e viajantes, terminais aduaneiros de uso público estações e passagens de fronteira;Aguardando triagem e distribuição
Empresas;FILA;AUTORIZAÇÃO DE FUNCIONAMENTO (AFE) E AUTORIZAÇÃO ESPECIAL (AE) EM PAF E RECINTOS ALFANDEGADOS;Demais petições relacionadas a AFE/AE em PAF ;9055;PAF - AFE de prestadora de serviço de limpeza e recolhimento de resíduos resultantes do tratamento de águas servidas e dejetos em terminais portuários e aeroportuários de cargas e viajantes, terminais aduaneiros de uso público estações e passagens de fronteira;Distribuído para a área responsável
Empresas;FILA;AUTORIZAÇÃO DE FUNCIONAMENTO (AFE) E AUTORIZAÇÃO ESPECIAL (AE) EM PAF E RECINTOS ALFANDEGADOS;Demais petições relacionadas a AFE/AE em PAF ;9069;PAF - AFE de prestadora de serviço de esgotamento e tratamento de efluentes sanitários de Aeronaves, Embarcações e Veículos Terrestres em trânsito por estações e passagens de fronteira em terminais aeroportuários, portuário e estações e passagens de fronteira;Aguardando triagem e distribuição
Empresas;FILA;AUTORIZAÇÃO DE FUNCIONAMENTO (AFE) E AUTORIZAÇÃO ESPECIAL (AE) EM PAF E RECINTOS ALFANDEGADOS;Demais petições relacionadas a AFE/AE em PAF ;9069;PAF - AFE de prestadora de serviço de esgotamento e tratamento de efluentes sanitários de Aeronaves, Embarcações e Veículos Terrestres em trânsito por estações e passagens de fronteira em terminais aeroportuários, portuário e estações e passagens de fronteira;Distribuído para a área responsável
Empresas;FILA;AUTORIZAÇÃO DE FUNCIONAMENTO (AFE) E AUTORIZAÇÃO ESPECIAL (AE) EM PAF E RECINTOS ALFANDEGADOS;Demais petições relacionadas a AFE/AE em PAF ;9083;PAF - AFE de prestadora de serviço de segregação, coleta, acondicionamento, armazenamento, transporte, tratamento e disposição final de resíduos sólidos resultantes de Aeronaves, Veículos Terrestres em trânsito por estações e passagens de fronteira, Embarcações, terminais portuários e aeroportuários de cargas e viajantes, terminais alfandegados de uso público e estações e passagens de fronteira;Aguardando triagem e distribuição
Empresas;FILA;AUTORIZAÇÃO DE FUNCIONAMENTO (AFE) E AUTORIZAÇÃO ESPECIAL (AE) EM PAF E RECINTOS ALFANDEGADOS;Demais petições relacionadas a AFE/AE em PAF ;9083;PAF - AFE de prestadora de serviço de segregação, coleta, acondicionamento, armazenamento, transporte, tratamento e disposição final de resíduos sólidos resultantes de Aeronaves, Veículos Terrestres em trânsito por estações e passagens de fronteira, Embarcações, terminais portuários e aeroportuários de cargas e viajantes, terminais alfandegados de uso público e estações e passagens de fronteira;Distribuído para a área responsável
Empresas;FILA;AUTORIZAÇÃO DE FUNCIONAMENTO (AFE) E AUTORIZAÇÃO ESPECIAL (AE) EM PAF E RECINTOS ALFANDEGADOS;Demais petições relacionadas a AFE/AE em PAF ;9146;PAF - AFE de prestadora de serviço de importação por conta e ordem de terceiro de medicamentos e matérias-primas com emprego na indústria Farmacêutica;Aguardando triagem e distribuição
Empresas;FILA;AUTORIZAÇÃO DE FUNCIONAMENTO (AFE) E AUTORIZAÇÃO ESPECIAL (AE) EM PAF E RECINTOS ALFANDEGADOS;Demais petições relacionadas a AFE/AE em PAF ;9146;PAF - AFE de prestadora de serviço de importação por conta e ordem de terceiro de medicamentos e matérias-primas com emprego na indústria Farmacêutica;Distribuído para a área responsável
Empresas;FILA;AUTORIZAÇÃO DE FUNCIONAMENTO (AFE) E AUTORIZAÇÃO ESPECIAL (AE) EM PAF E RECINTOS ALFANDEGADOS;Demais petições relacionadas a AFE/AE em PAF ;9188;PAF - AFE de prestadora de serviço de ponto de apoio de veículo terrestre que opere transporte coletivo internacional de passageiros;Aguardando triagem e distribuição
Empresas;FILA;AUTORIZAÇÃO DE FUNCIONAMENTO (AFE) E AUTORIZAÇÃO ESPECIAL (AE) EM PAF E RECINTOS ALFANDEGADOS;Demais petições relacionadas a AFE/AE em PAF ;9188;PAF - AFE de prestadora de serviço de ponto de apoio de veículo terrestre que opere transporte coletivo internacional de passageiros;Distribuído para a área responsável
Empresas;FILA;AUTORIZAÇÃO DE FUNCIONAMENTO (AFE) E AUTORIZAÇÃO ESPECIAL (AE) EM PAF E RECINTOS ALFANDEGADOS;Demais petições relacionadas a AFE/AE em PAF ;9387;PAF - Retificação de Publicação - EMPRESA - Exceto Farmácias e Drogarias;Aguardando triagem e distribuição
Empresas;FILA;AUTORIZAÇÃO DE FUNCIONAMENTO (AFE) E AUTORIZAÇÃO ESPECIAL (AE) EM PAF E RECINTOS ALFANDEGADOS;Demais petições relacionadas a AFE/AE em PAF ;9387;PAF - Retificação de Publicação - EMPRESA - Exceto Farmácias e Drogarias;Distribuído para a área responsável
Empresas;FILA;AUTORIZAÇÃO DE FUNCIONAMENTO (AFE) E AUTORIZAÇÃO ESPECIAL (AE) EM PAF E RECINTOS ALFANDEGADOS;Demais petições relacionadas a AFE/AE em PAF ;9688;PAF - AFE de prestadora de serviço de importação por conta e ordem de terceiro de cosméticos, produtos de higiene e perfumes;Aguardando triagem e distribuição
Empresas;FILA;AUTORIZAÇÃO DE FUNCIONAMENTO (AFE) E AUTORIZAÇÃO ESPECIAL (AE) EM PAF E RECINTOS ALFANDEGADOS;Demais petições relacionadas a AFE/AE em PAF ;9688;PAF - AFE de prestadora de serviço de importação por conta e ordem de terceiro de cosméticos, produtos de higiene e perfumes;Distribuído para a área responsável
Empresas;FILA;AUTORIZAÇÃO DE FUNCIONAMENTO (AFE) E AUTORIZAÇÃO ESPECIAL (AE) EM PAF E RECINTOS ALFANDEGADOS;Demais petições relacionadas a AFE/AE em PAF ;9701;PAF - AFE de prestadora de serviço de importação por conta e ordem de terceiro de saneantes domissanitários;Aguardando triagem e distribuição
Empresas;FILA;AUTORIZAÇÃO DE FUNCIONAMENTO (AFE) E AUTORIZAÇÃO ESPECIAL (AE) EM PAF E RECINTOS ALFANDEGADOS;Demais petições relacionadas a AFE/AE em PAF ;9701;PAF - AFE de prestadora de serviço de importação por conta e ordem de terceiro de saneantes domissanitários;Distribuído para a área responsável
Empresas;FILA;AUTORIZAÇÃO DE FUNCIONAMENTO (AFE) E AUTORIZAÇÃO ESPECIAL (AE) EM PAF E RECINTOS ALFANDEGADOS;Demais petições relacionadas a AFE/AE em PAF ;9714;PAF - AFE de prestadora de serviço de importação por conta e ordem de terceiro de produtos para saúde e para diagnostico in vitro;Aguardando triagem e distribuição
Empresas;LISTA;CBPF NACIONAL E INTERNACIONAL;CBPF NACIONAL E INTERNACIONAL DE COSMÉTICOS E SANEANTES AGUARDANDO RELATÓRIO DO ÓRGÃO COMPETENTE;70234;SANEANTES - (CERTIFICAÇÃO DE BPF) - Indústrias em outros países - LÍQUIDOS;Aguardando inspeção
Empresas;LISTA;CBPF NACIONAL E INTERNACIONAL;CBPF NACIONAL E INTERNACIONAL DE COSMÉTICOS E SANEANTES AGUARDANDO RELATÓRIO DO ÓRGÃO COMPETENTE;70235;SANEANTES - (CERTIFICAÇÃO DE BPF) - Indústrias em outros países - SEMISSÓLIDOS;Aguardando inspeção
Empresas;LISTA;CBPF NACIONAL E INTERNACIONAL;CBPF NACIONAL E INTERNACIONAL DE COSMÉTICOS E SANEANTES AGUARDANDO RELATÓRIO DO ÓRGÃO COMPETENTE;70236;SANEANTES - (CERTIFICAÇÃO DE BPF) - Indústrias em outros países - AEROSSÓIS;Aguardando inspeção
Empresas;LISTA;CBPF NACIONAL E INTERNACIONAL;CBPF NACIONAL E INTERNACIONAL DE COSMÉTICOS E SANEANTES AGUARDANDO RELATÓRIO DO ÓRGÃO COMPETENTE;7342;COSMÉTICOS, PERFUMES E PRODUTOS DE HIGIENE - (CERTIFICAÇÃO DE BPF) - Indústrias no País e Mercosul - LÍQUIDOS;Aguardando inspeção
Empresas;LISTA;CBPF NACIONAL E INTERNACIONAL;CBPF NACIONAL E INTERNACIONAL DE COSMÉTICOS E SANEANTES AGUARDANDO RELATÓRIO DO ÓRGÃO COMPETENTE;7343;COSMÉTICOS, PERFUMES E PRODUTOS DE HIGIENE - (CERTIFICAÇÃO DE BPF) - Indústrias no País e no Mercosul - SEMISSÓLIDOS;Aguardando inspeção
Empresas;LISTA;CBPF NACIONAL E INTERNACIONAL;CBPF NACIONAL E INTERNACIONAL DE COSMÉTICOS E SANEANTES AGUARDANDO RELATÓRIO DO ÓRGÃO COMPETENTE;7344;COSMÉTICOS, Perfumes e Produtos de Higiene - (CERTIFICAÇÃO DE BPF) - Indústrias no País e no Mercosul - PÓS;Aguardando inspeção
Empresas;LISTA;CBPF NACIONAL E INTERNACIONAL;CBPF NACIONAL E INTERNACIONAL DE COSMÉTICOS E SANEANTES AGUARDANDO RELATÓRIO DO ÓRGÃO COMPETENTE;7345;COSMÉTICOS, PERFUMES E PRODUTOS DE HIGIENE - (CERTIFICAÇÃO DE BPF) - Indústrias no País e no Mercosul - AEROSSÓIS;Aguardando inspeção
Empresas;LISTA;CBPF NACIONAL E INTERNACIONAL;CBPF NACIONAL E INTERNACIONAL DE COSMÉTICOS E SANEANTES AGUARDANDO RELATÓRIO DO ÓRGÃO COMPETENTE;7346;SANEANTES Domissanitários - (CERTIFICAÇÃO DE BPF) - Indústrias no País e Mercosul - LÍQUIDOS;Aguardando inspeção
Empresas;LISTA;CBPF NACIONAL E INTERNACIONAL;CBPF NACIONAL E INTERNACIONAL DE COSMÉTICOS E SANEANTES AGUARDANDO RELATÓRIO DO ÓRGÃO COMPETENTE;7347;SANEANTES Domissanitários - (CERTIFICAÇÃO DE BPF) - Indústrias no País e no Mercosul - SEMISSÓLIDOS;Aguardando inspeção
Empresas;LISTA;CBPF NACIONAL E INTERNACIONAL;CBPF NACIONAL E INTERNACIONAL DE COSMÉTICOS E SANEANTES AGUARDANDO RELATÓRIO DO ÓRGÃO COMPETENTE;7348;SANEANTES Domissanitários - (CERTIFICAÇÃO DE BPF) - Indústrias no País e no Mercosul - PÓS;Aguardando inspeção
Empresas;LISTA;CBPF NACIONAL E INTERNACIONAL;CBPF NACIONAL E INTERNACIONAL DE COSMÉTICOS E SANEANTES AGUARDANDO RELATÓRIO DO ÓRGÃO COMPETENTE;7349;SANEANTES Domissanitários - (CERTIFICAÇÃO DE BPF) - Indústrias no País e no Mercosul - AEROSSÓIS;Aguardando inspeção
Empresas;LISTA;RENOVAÇÃO CBPF NACIONAL E INTERNACIONAL;RENOVAÇÃO DE CBPF DE COSMÉTICOS E SANEANTES AGUARDANDO RELATÓRIO DO ÓRGÃO COMPETENTE;70424;COSMÉTICOS, PERFUMES E PRODUTOS DE HIGIENE - Renovação de Certificação de Boas Práticas de FABRICAÇÃO para Indústria Nacional;Aguardando inspeção
